company_id,type,rule_id,text,confidence_pct
GAIL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
GAIL,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
GAIL,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
GODREJCP,con,CON_4,Company reported a net loss in the most recent financial year.,95
GODREJCP,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
GODREJCP,pro,FALLBACK_PRO,No major strengths identified using the available financial rules.,60
GRASIM,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
GRASIM,con,CON_9,Earnings per share declining for three consecutive years reflects weakening profitability.,88
GRASIM,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
GRASIM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
HAL,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
HAL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HAL,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
HAL,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
HAL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HAL,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
HAL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
HAVELLS,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
HAVELLS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HAVELLS,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
HAVELLS,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
HCLTECH,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
HCLTECH,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HCLTECH,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
HCLTECH,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HCLTECH,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
HCLTECH,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
HCLTECH,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
HDFCBANK,con,CON_1,Debt-to-equity ratio of 6.81 is elevated and warrants monitoring.,90
HDFCBANK,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
HDFCBANK,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
HDFCBANK,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
HDFCBANK,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
HDFCBANK,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
HDFCBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
HDFCLIFE,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
HDFCLIFE,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
HDFCLIFE,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
HDFCLIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HDFCLIFE,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
HDFCLIFE,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
HEROMOTOCO,con,CON_12,Revenue growth below 5% over five years suggests weak business momentum.,90
HEROMOTOCO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
HEROMOTOCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
HEROMOTOCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HEROMOTOCO,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
HEROMOTOCO,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
HEROMOTOCO,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
HINDALCO,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
HINDALCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
HINDALCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HINDUNILVR,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
HINDUNILVR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
HINDUNILVR,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
HINDUNILVR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HINDUNILVR,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
ICICIBANK,con,CON_1,Debt-to-equity ratio of 6.45 is elevated and warrants monitoring.,90
ICICIBANK,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
ICICIBANK,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
ICICIBANK,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIBANK,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
ICICIBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ICICIBANK,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
ICICIGI,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
ICICIGI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ICICIGI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
ICICIGI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ICICIGI,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
ICICIGI,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
ICICIPRULI,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
ICICIPRULI,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIPRULI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ICICIPRULI,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
INDIGO,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
INDIGO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
INDIGO,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
INDIGO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
INDIGO,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
INDIGO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
INDIGO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
INDIGO,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
INDUSINDBK,con,CON_1,Debt-to-equity ratio of 6.89 is elevated and warrants monitoring.,90
INDUSINDBK,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
INDUSINDBK,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
INDUSINDBK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
INDUSINDBK,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
INDUSINDBK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
INDUSINDBK,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
INFY,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
INFY,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
INFY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
INFY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
INFY,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
IOC,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
IOC,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
IOC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
IOC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
IOC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRCTC,con,CON_3,Operating margins declining for three consecutive years suggest pricing or cost pressure.,85
IRCTC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
IRCTC,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
IRCTC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
IRCTC,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
IRCTC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
IRCTC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
IRCTC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRCTC,pro,PRO_12,Growing asset base funded with declining debt reflects self-sustaining growth.,90
IRFC,con,CON_1,Debt-to-equity ratio of 8.38 is elevated and warrants monitoring.,90
IRFC,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
IRFC,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
IRFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
IRFC,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
IRFC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
IRFC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ITC,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
ITC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
ITC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ITC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
ITC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ITC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
JINDALSTEL,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
JINDALSTEL,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
JINDALSTEL,con,CON_12,Revenue growth below 5% over five years suggests weak business momentum.,90
JINDALSTEL,pro,FALLBACK_PRO,No major strengths identified using the available financial rules.,60
JIOFIN,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
JIOFIN,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,94
JIOFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
JIOFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
JSWENERGY,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
JSWENERGY,con,CON_12,Revenue growth below 5% over five years suggests weak business momentum.,90
